,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10
0.0005,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65
0.0015,18.97,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,18.35,-1.65,-1.65,-1.65,-1.65,-1.65
0.0025,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65
0.0035,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,18.35,-1.65,-1.65,-1.65,-1.65
0.0045,18.97,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,18.35,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65
0.0055,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,18.35,-1.65,-1.65
0.0065,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,18.35
0.0075,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,18.35,-1.65,-1.65,18.35,-1.65,18.35,-1.65,-1.65,-1.65
0.0085,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,18.35,-1.65,-1.65,18.35,18.35
0.0095,-1.03,-1.03,18.97,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,18.97,19.52,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,18.35,38.35,-1.65,-1.65
0.0105,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,18.35,18.35,18.35,18.35
0.0115,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,18.35,-1.65,-1.65,-1.65,78.35,18.35,-1.65,58.35
0.0125,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,18.35,-1.65,-1.65,-1.65,38.35,18.35,18.35,-1.65,18.35
0.0135,-1.03,-1.03,-1.03,-1.03,18.97,18.97,58.97,-1.03,-1.03,18.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,38.35,78.35,58.35,58.35,-1.65,18.35
0.0145,-1.03,-1.03,38.97,58.97,58.97,18.97,-1.03,-1.03,-1.03,18.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,78.35,38.35,18.35,38.35,38.35,18.35
0.0155,-1.03,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,38.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,18.35,-1.65,18.35,58.35,98.35,38.35,18.35,38.35,78.35,38.35
0.0165,-1.03,-1.03,-1.03,18.97,-1.03,18.97,58.97,18.97,18.97,18.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,19.52,-0.48,-0.48,-0.48,-1.65,-1.65,58.35,38.35,18.35,38.35,38.35,38.35,18.35,18.35
0.0175,-1.03,-1.03,18.97,18.97,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,18.35,58.35,-1.65,38.35,18.35,-1.65,18.35,18.35
0.0185,-1.03,-1.03,-1.03,18.97,18.97,18.97,-1.03,-1.03,-1.03,38.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,18.35,18.35,-1.65,58.35,58.35,38.35,-1.65,38.35,38.35,-1.65
0.0195,-1.03,-1.03,-1.03,58.97,58.97,-1.03,38.97,18.97,-1.03,18.97,19.52,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,18.35,58.35,-1.65,-1.65,38.35,-1.65,-1.65,-1.65
0.0205,-1.03,-1.03,-1.03,18.97,38.97,18.97,18.97,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,38.35,18.35,-1.65,58.35,18.35,18.35,18.35,18.35,-1.65
0.0215,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,38.97,18.97,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,18.35,-1.65,38.35,58.35,-1.65,18.35,-1.65,18.35
0.0225,18.97,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,-1.03,-1.03,18.97,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,18.35,18.35,38.35,78.35,38.35,18.35,-1.65,38.35,-1.65
0.0235,18.97,38.97,-1.03,18.97,18.97,-1.03,18.97,18.97,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,19.52,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,58.35,-1.65,18.35,-1.65,-1.65,-1.65
0.0245,-1.03,-1.03,-1.03,-1.03,18.97,-1.03,38.97,-1.03,-1.03,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,-1.65,-1.65,-1.65,18.35,18.35,-1.65,-1.65,-1.65,-1.65
0.0255,-1.03,18.97,18.97,18.97,58.97,18.97,18.97,-1.03,18.97,-1.03,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-1.65,18.35,-1.65,58.35,-1.65,-1.65,18.35,18.35,-1.65,-1.65
